     5.00                 0                 0                 0                 0
    15.00                 0                 0                 0                 0
    25.00                 0                 0                 0                 0
    35.00                 0                 0                 0                 0
    45.00          -6.27009         0.0239763          0.321228          0.278808
    55.00          -30.4287           0.11895           1.92021           1.58557
    65.00           35.6078          0.132279           2.36532           2.21456
    75.00            65.247          0.145625           3.77059           3.59396
    85.00           67.1214          0.176063           4.84288           4.45434
    95.00           303.453          0.129525           12.4856           13.5161
   105.00            106.85         0.0492354           4.02396           4.61569
   115.00            50.776         0.0310765           1.83723           2.14012
   125.00           29.6986         0.0227359            1.0393           1.22199
   135.00           19.2509         0.0180121           0.65284          0.772609
   145.00           13.1926         0.0147988          0.434511          0.516483
   155.00           9.25845         0.0123951          0.295916          0.352876
   165.00           6.65388         0.0104858          0.207151          0.247471
   175.00           4.86656        0.00888795          0.147374          0.176212
   185.00           3.72124        0.00775867          0.109975          0.131639
   195.00           2.92177        0.00703936         0.0838863          0.100473

  ----   M_T            ----

    25.00           2.70122          0.039215          0.135835         0.0989133
    75.00           677.982          0.209878           29.5335           30.7539
   125.00           15.1507         0.0253747          0.565686          0.596329
   175.00           1.66383        0.00866384         0.0565336         0.0582648
   225.00          0.544539        0.00541932         0.0183736         0.0182719
   275.00          0.229115        0.00388616        0.00781234        0.00757001
   325.00          0.117131        0.00268106        0.00402866        0.00383115
   375.00         0.0668079         0.0023478        0.00229236        0.00218028
   425.00         0.0356931        0.00171435        0.00122782        0.00115763
   475.00         0.0242796        0.00140141        0.00085799       0.000794014
   525.00         0.0155024        0.00121382       0.000554253        0.00051345
   575.00         0.0100696       0.000970224       0.000387971        0.00034878
   625.00        0.00668808       0.000817222       0.000253826       0.000228599
   675.00        0.00616253       0.000773588       0.000252303       0.000229408
   725.00        0.00388335       0.000621586       0.000165371       0.000149763
   775.00         0.0037476       0.000724282         0.0001655       0.000144883
   825.00        0.00273229       0.000525914       0.000138498       0.000115423
   875.00        0.00266566        0.00058931       0.000132064       0.000109838
   925.00        0.00173204       0.000540015       8.24573e-05       7.56855e-05
   975.00        0.00047365       5.37251e-05       1.94573e-05       1.71257e-05

  ----   Delta_Phi      ----

     0.16           1.70609        0.00427245         0.0420647         0.0496925
